deathIncrease,positiveIncrease,totalTestResultsIncrease,population,testingIncreaseRate,positiveIncreaseRate,percent_positiveIncreaseRate,deathIncreaseRate
422,84120,1128663,189891253,594.3733490452033,44.299038882006855,0.07453066149949099,0.22223245849033396
1040,92470,1251115,189891253,658.8586784458155,48.69629250379426,0.0739100722155837,0.547681888222624
1190,100217,1273002,189891253,670.3847491069006,52.77599595385259,0.07872493523183781,0.6266744682547332
852,84271,1007606,189891253,530.6226506388896,44.37855807923918,0.08363487315478471,0.44867785458238035
786,101252,1197777,189891253,630.769970220798,53.32104475607415,0.08453326453922558,0.4139211193682523
747,91119,1214832,189891253,639.7514265704488,47.98483266630507,0.07500543284997432,0.3933830485599039
488,78913,920149,189891253,484.5662901597684,41.556943120492235,0.08576111042885445,0.256989193704462
560,81419,1028824,189891253,541.7964143930316,42.87664582422867,0.07913792835314884,0.2949056321198744
1377,99652,903515,189891253,475.8065396514077,52.47845723573165,0.11029368632507484,0.7251518846947627
1532,109841,1042446,189891253,548.9699938943475,57.844159888712724,0.10536852748247871,0.8067775507279422
1681,124668,1231248,189891253,648.3963745291628,65.65231311628662,0.10125336244201005,0.8852435135598373
1258,128708,1245700,189891253,656.0070463066563,67.77984660515142,0.103321827085173,0.6624844378692893
1502,128455,1618270,189891253,852.2088165904094,67.64661245349727,0.07937797771694464,0.7909790347215203
611,107422,1162053,189891253,611.9570973603508,56.570272881394914,0.09244156677879581,0.32176310933079155
672,108292,1110300,189891253,584.7030773976725,57.02842984558114,0.0975339998198685,0.3538867585438493
1321,117465,1133589,189891253,596.9674653734577,61.859089423144724,0.10362221228328786,0.6956613214827753
1926,121822,1292529,189891253,680.6680031754806,64.1535605644774,0.09425088334575085,1.0142647276122825
1855,128006,1367664,189891253,720.2353865135642,67.41016133060116,0.09359462558055195,0.976874906397084
1368,134700,1340573,189891253,705.968799942565,70.93533686883409,0.10047942185916023,0.7204123298928361
1548,133118,1446837,189891253,761.929250106112,70.10222845809544,0.09200621770109556,0.8152034259313672
889,105220,1179446,189891253,621.1165503236739,55.41066180652354,0.08921137551019716,0.4681626909903006
735,121704,1350761,189891253,711.3339759783458,64.09141973485214,0.09010032122633094,0.3870636421573352
1694,110098,1272140,189891253,669.9308050803161,57.97950050916774,0.08654550599776754,0.8920895371626201
1986,137392,1292345,189891253,680.5711056106413,72.35299037181034,0.10631216896416978,1.045861759625126
2101,139951,1297591,189891253,683.3337394429643,73.70060378715812,0.10785447802890125,1.106422737649743
1703,132110,1460956,189891253,769.3645583559344,69.57139832027966,0.09042709020668659,0.8968290919645466
1678,124321,1354826,189891253,713.474674897216,65.46957694781233,0.09176159890642784,0.8836636619591951
868,114442,1210257,189891253,637.3421528794694,60.267125626897624,0.09456008104063848,0.4571037297858054
753,107255,1341658,189891253,706.5401796047973,56.48232780895916,0.07994213130320842,0.3965427517611883
1702,109685,1200007,189891253,631.9443265772753,57.76200760547934,0.0914036334788047,0.8963024747643326
1939,122864,1239518,189891253,652.751498774933,64.70229568710045,0.09912240080418357,1.0211107512150652
1808,126480,1386035,189891253,729.9098710986967,66.60654348307449,0.0912531068840253,0.9521238979870231
1199,103320,1137944,189891253,599.26088328039,54.41008912611683,0.09079532911988639,0.6314140230566597
814,96867,1320170,189891253,695.2242292065976,51.0118283331355,0.07337464114470106,0.428666400974246
900,99664,1006288,189891253,529.9285691690075,52.48477664213422,0.09904122875359737,0.4739554801926553
856,100485,1015812,189891253,534.9440713838462,52.91712936350997,0.09892086330935251,0.45078432338323665
1904,104500,1002774,189891253,528.0780363274553,55.03149742236942,0.10421091891094104,1.002679149207573
2267,118536,1034785,189891253,544.9355795235076,62.423096444573986,0.11455133191919094,1.1938411928852772
2003,125678,1211839,189891253,638.175261290208,66.18419648850282,0.10370849593056504,1.054814252028765
1801,132797,1096630,189891253,577.5042202707463,69.93318433682673,0.1210955381486919,0.9484375775855247
1391,150076,1144052,189891253,602.4774611392975,79.03260293932549,0.13117935198749708,0.7325245254977595
805,119827,1038422,189891253,546.8508862806862,63.10295925005035,0.11539335645816441,0.4239268461723195
841,106086,1067816,189891253,562.3302722637782,55.866712301908926,0.09934857690838123,0.4428850653800257
2071,117098,1201723,189891253,632.8480016928426,61.66582091066618,0.09744175654456143,1.0906242216433213
2288,128468,1111426,189891253,585.2960483651135,67.65345847710005,0.11558844223547046,1.2049001540897726
2519,146666,1265629,189891253,666.5020004897224,77.23683828659554,0.11588388066329074,1.3265487273392207
2112,168003,1411791,189891253,743.4734237074101,88.47326948756296,0.11899990862670183,1.1122155268520977
2280,161463,1496109,189891253,787.8767327950592,85.02919299816301,0.10792194953709923,1.2006872164880602
1206,135528,1406912,189891253,740.9040583875657,71.37137591061132,0.09633011872810808,0.6351003434581581
1006,120926,1109171,189891253,584.1085265786309,63.6817115530856,0.10902376639850843,0.5297769034153458
2309,126773,1450936,189891253,764.0878540097895,66.76084232273722,0.08737325423037268,1.215959115294268
2410,120983,1218432,189891253,641.6472484912193,63.71172873349779,0.09929401066288476,1.2691474525158881
2374,125422,1364705,189891253,718.6771262181308,66.04938248524802,0.09190411114489945,1.2501892333081819
2140,137023,1560771,189891253,821.9288541953008,72.15866862493134,0.08779186696831245,1.1269608084580915
2393,126830,1449440,189891253,763.3000346782693,66.79085950314942,0.08750275968649962,1.260194960112249
1084,113065,1311371,189891253,690.5905244619139,59.54197374220286,0.08621892660429428,0.5708530450320426
857,100778,1205918,189891253,635.0571608477405,53.071428203172694,0.08356952960317368,0.4513109405834506
1046,88375,1198214,189891253,631.0001019372914,46.539795068917684,0.07375560626065127,0.5508415914239083
2620,93729,1258081,189891253,662.5270938625066,49.35930355886377,0.07450156230004268,1.3797370645608409
2279,97796,1280328,189891253,674.2427467156689,51.50105571213435,0.07638355171487306,1.2001605992878461
2354,103335,1385276,189891253,729.5101686437342,54.417988384120044,0.0745952431140076,1.2396568893039006
2213,99763,1372059,189891253,722.5498691085049,52.53691174495541,0.07271043009083429,1.1654038640737179
1036,82888,1217306,189891253,641.0542775237783,43.650246491343125,0.0680913426862268,0.5455754194217677
976,87608,1168319,189891253,615.2568807368921,46.1358796763535,0.07498636930495867,0.513978387408924
2047,76709,1242896,189891253,654.5304116772561,40.39627881122044,0.061717955484610135,1.0779854088381837
2139,79887,1141330,189891253,601.0440091203149,42.069868273500724,0.06999465535822243,1.1264341912578775
2219,85274,1301141,189891253,685.2032305037242,44.90675513105388,0.0655378625375728,1.1685635672750023
1929,89652,1329149,189891253,699.9527250473196,47.21228523359104,0.06745067708736943,1.0158445792129247
1884,81261,1414022,189891253,744.6483066810877,42.79344030659485,0.057467988475426834,0.9921468052032918
973,65456,1134249,189891253,597.3150327255989,34.47025545721161,0.05770866890779714,0.5123985358082818
681,57795,1050996,189891253,553.4725709561777,30.43584108637168,0.05499069454117808,0.3586263133457758
1704,56673,936892,189891253,493.38344194295246,29.84497658773151,0.06049043006024173,0.8973557091647607
1757,50060,934498,189891253,492.12272036564,26.362457042715917,0.053568867991156746,0.925266420776106
2038,61809,1049936,189891253,552.9143567239508,32.54968252803093,0.058869302509867265,1.0732458540362573
1850,67937,1225196,189891253,645.2092872334673,35.776792730942695,0.05544990352563998,0.9742418203960137
1830,63905,1319063,189891253,694.6412639659605,33.653472179679596,0.04844726900837943,0.9637094763917324
842,56299,1078726,189891253,568.0756659181137,29.64802175485145,0.05219026889126618,0.4434116825802398
672,45747,926040,189891253,487.66859208622947,24.091157058192668,0.04940067383698328,0.3538867585438493
1577,50125,1182112,189891253,622.5205117794446,26.39668716072983,0.04240291952031618,0.8304753247375749
1790,46833,910264,189891253,479.36067913565245,24.663063337625143,0.051449909037378165,0.9426447883831701
1635,53660,1275779,189891253,671.8471650718951,28.25827896348654,0.042060576322388125,0.8610191223499906
1606,53897,1222535,189891253,643.8079588636976,28.383087239937268,0.04408626337896256,0.8457472235437827
1486,50357,1295934,189891253,682.4611347422095,26.518862351179497,0.03885768874032165,0.7825531595180952
833,38565,1005653,189891253,529.5941672468715,20.30899232625528,0.03834821752632369,0.43867212777831316
615,32862,866118,189891253,456.11263621500245,17.305694433434486,0.03794171233019057,0.3238695781316478
708,32742,783769,189891253,412.7462363945748,17.242500369408802,0.04177506382620389,0.3728449777515555
1380,37837,991055,189891253,521.9066093581467,19.925615004499445,0.03817850674281448,0.7267317362954048
1559,39996,1062903,189891253,559.7430019591266,21.062581539761602,0.03762902165108199,0.8209962151337219
1409,44101,1127285,189891253,593.6476705433083,23.224345146640324,0.03912142891992708,0.7420036351016126
1437,39627,1043719,189891253,549.64037759022,20.86825979288261,0.0379671156700223,0.7567489167076062
715,32403,910085,189891253,479.26641465681416,17.063977138536234,0.03560436662509546,0.376531298153054
752,29699,853713,189891253,449.5799498463471,15.64000422915741,0.034788037666054046,0.39601613456097423
1207,35420,904478,189891253,476.31367201521385,18.652781231582058,0.03916070927098282,0.6356269606583722
1262,38697,1005291,189891253,529.403531820394,20.378505796683534,0.03849333178154385,0.6645909066701455
2137,40618,1286846,189891253,677.6752376266642,21.390137438294747,0.03156399444844216,1.1253809568574493
1232,42967,1268787,189891253,668.1650576079984,22.62716124159758,0.033864628184242115,0.6487923906637237
1167,39866,1234239,189891253,649.971486575003,20.994121303733774,0.03230006506033272,0.6145622726498098
665,30780,992620,189891253,522.7307652764816,16.209277422588812,0.03100884527815277,0.35020043814235086
755,30709,892963,189891253,470.24967495474897,16.171887601373616,0.03439000272127737,0.39759598616161645
1093,28921,1002898,189891253,528.1433368602818,15.23029604739087,0.02883742913038016,0.5755925998339692
1423,35675,1032958,189891253,543.9734498987165,18.787068617636642,0.034536738182965813,0.7493762759046095
958,36116,1129805,189891253,594.9747458878477,19.019306802931045,0.03196657830333553,0.5044992778050709
1046,39809,1283118,189891253,675.7120087042662,20.964104123321572,0.031025205787776337,0.5508415914239083
1088,36779,1092025,189891253,575.0791480637605,19.368454006672966,0.033679631876559604,0.5729595138328989
560,27568,884394,189891253,465.7370921661147,14.517782975501246,0.031171627125466703,0.2949056321198744
