deathIncrease,positiveIncrease,totalTestResultsIncrease,population,testingIncreaseRate,positiveIncreaseRate,percent_positiveIncreaseRate,deathIncreaseRate
1817,25470,103490,189891253,54.49961405015323,13.412940089452146,0.24611073533674752,0.9568634527889496
1617,21601,103095,189891253,54.29160025606866,11.375458141823943,0.209525195208303,0.8515400127461373
1593,21205,100132,189891253,52.731233491834395,11.166917730539172,0.2117704629888547,0.8389011999409999
1628,20134,93634,189891253,49.309274924843436,10.602910709109914,0.21502872888053484,0.857332801948492
2086,20697,99230,189891253,52.25622477724132,10.89939619283043,0.2085760354731432,1.0985234796465322
1710,24117,267395,189891253,140.81480625123896,12.70042701756252,0.09019241197479384,0.9005154123660452
1472,25682,142683,189891253,75.13932197814293,13.524582935897527,0.17999341196919044,0.7751805187150984
1653,27457,157282,189891253,82.82740648406802,14.459328466277487,0.17457178825294695,0.8704982319538436
1326,28561,161638,189891253,85.12135100820048,15.04071385531381,0.17669731127581387,0.6982944074838455
1049,21812,130286,189891253,68.61084854708922,11.486574371069109,0.16741629952565892,0.5524214430245504
1132,17372,139549,189891253,73.48890367267205,9.148394002118676,0.12448673942486152,0.5961306706423175
1695,19813,141386,189891253,74.45629946946529,10.4338665878412,0.14013410097180767,0.8926161543628341
2094,20568,159281,189891253,83.88011426729592,10.831462574002815,0.12913027919211958,1.1027364172482448
1746,23488,179741,189891253,94.65470218367562,12.369184798627876,0.13067691845488785,0.9194736315737513
1481,24265,174615,189891253,91.95526241537834,12.7783663631942,0.13896286115167655,0.7799200735170251
1216,21382,172208,189891253,90.6876948144631,11.260128974977063,0.1241638019139645,0.6403665154602988
1113,19932,159460,189891253,83.97437874613425,10.496534034666672,0.12499686441740876,0.5861249438382504
807,16250,157720,189891253,83.05806481776177,8.557529503478499,0.10303068729393862,0.42498008057274755
2008,16809,162590,189891253,85.62269058280425,8.85190851839816,0.10338274186604342,1.0574473380298353
1472,18532,175813,189891253,92.58614982123478,9.759269954366987,0.10540744996103815,0.7751805187150984
2362,20844,202339,189891253,106.55519767411299,10.976808921261897,0.10301523680555899,1.2438698269056132
1447,20317,204733,189891253,107.81591925142546,10.699281656749086,0.09923656665022249,0.762015088709747
1141,18173,194782,189891253,102.57555149209533,9.570214379490139,0.09329917548849483,0.6008702254442442
888,16110,190558,189891253,100.35112043839112,8.48380309544853,0.08454118955908438,0.4676360737900866
745,12866,281003,189891253,147.98101311175193,6.775456897954115,0.04578598804994964,0.39232981415947576
1075,16434,209966,189891253,110.57170706014563,8.654427068317887,0.07826981511292304,0.566113490230116
1422,15130,220468,189891253,116.1022408967937,7.96771823923875,0.06862673948146669,0.7488496587043955
1497,19150,252058,189891253,132.7380782515559,10.084719384099277,0.07597457727983242,0.78834594872045
1197,18319,255795,189891253,134.70604672875584,9.647100490721392,0.07161594245391818,0.6303607886562316
969,16827,265699,189891253,139.9216634796759,8.861387628002012,0.06333106259338575,0.5102920670074256
752,14496,236912,189891253,124.76193413711373,7.633842934303035,0.06118727628824205,0.39601613456097423
657,14699,241385,189891253,127.11749287367122,7.740746225946489,0.06089442177434389,0.34598750054063837
933,14419,235917,189891253,124.23795002290073,7.593293409886552,0.061118952852062376,0.4913338477997194
1073,15677,260967,189891253,137.42971088826297,8.255777847755843,0.060072729502197594,0.565060255829688
1063,18293,278265,189891253,146.5391352175658,9.633408443515826,0.06573949292940183,0.5597940838275474
993,16461,277475,189891253,146.1231076293967,8.668645732723666,0.0593242634471574,0.522930879812563
785,15009,292184,189891253,153.86912002734533,7.903997558012848,0.051368315855762126,0.41339450216803825
559,14014,283478,189891253,149.28439068228172,7.380013443799858,0.04943593506374393,0.2943790149196604
445,12365,255339,189891253,134.46590928545822,6.511621680646869,0.04842581822596626,0.23434465409525734
508,12000,218859,189891253,115.25491382164928,6.319406402568737,0.05482982194015325,0.26752153770874326
1007,12354,267896,189891253,141.0786414685462,6.505828891444516,0.04611491026368442,0.5303035206155599
933,15640,328550,189891253,173.02008113032988,8.236293011347922,0.04760310455029676,0.4913338477997194
840,15658,324890,189891253,171.09266217754643,8.245772120951774,0.04819477361568531,0.4423584481798116
708,14908,323267,189891253,170.237962461599,7.850809220791229,0.046116677545187106,0.3728449777515555
522,13502,287786,189891253,151.5530575808039,7.110385437290258,0.04691680623796849,0.2748941785117401
518,13902,294307,189891253,154.98712834339977,7.321032317375883,0.047236389212624914,0.27278770971088384
632,12946,292252,189891253,153.90492999695988,6.81758627397124,0.04429738718640078,0.33282207053528684
709,12020,332176,189891253,174.9295950983061,6.329938746573019,0.036185636530032275,0.3733715949517696
660,11974,324313,189891253,170.78880405302291,6.305714355363173,0.03692112249586048,0.3475673521412806
560,14047,367519,189891253,193.54182680547166,7.397391811406922,0.03822115319207987,0.2949056321198744
512,13049,351128,189891253,184.91004427676296,6.8718278455932875,0.03716308582625139,0.26962800650959945
362,11363,273929,189891253,144.25572303743763,5.9839512460323805,0.041481551788967216,0.19063542647749027
517,9820,281569,189891253,148.27907844707306,5.171380906102083,0.03487599842312186,0.27226109251066977
642,9014,286120,189891253,150.67571332524727,4.74692744272955,0.03150426394519782,0.3380882425374274
643,10826,311554,189891253,164.0696951954917,5.701157809517429,0.034748390327198495,0.3386148597376415
648,12041,343567,189891253,180.92829162594447,6.340997707777514,0.03504702139611779,0.34124794573871187
548,11145,356104,189891253,187.53049146502815,5.8691486963857145,0.03129703682070406,0.2885862257173057
498,12736,337769,189891253,177.87496509910332,6.706996661926286,0.03770624302407859,0.26225536570660263
290,10465,307650,189891253,162.013781645856,5.5110490002401535,0.03401592718998862,0.15271898806207782
296,8430,290300,189891253,152.87697322214203,4.439382997804539,0.029038925249741648,0.15587869126336218
443,10137,310614,189891253,163.5746750272905,5.338318558569941,0.03263536093028647,0.23329141969482922
542,11952,361949,189891253,190.60856900027932,6.294128776958463,0.03302122674741469,0.2854265225160213
450,13353,360718,189891253,189.96030322681582,7.0319194744583635,0.03701783664801867,0.23697774009632766
405,15315,410062,189891253,215.94570235417848,8.06514242127835,0.037348010788612454,0.2132799660866949
415,15753,394869,189891253,207.94480723132625,8.29580075497211,0.03989424340730723,0.21854613808883552
216,13732,348950,189891253,183.76307201469675,7.231507393339491,0.03935234274251325,0.11374931524623727
166,12596,328347,189891253,172.91317783868644,6.633270253896318,0.038361854988777117,0.08741845523553421
442,15938,351253,189891253,184.97587142678975,8.393224937011713,0.04537470142603764,0.23276480249461515
468,17033,387534,189891253,204.08207006775612,8.969870771246109,0.043952272574793436,0.24645684970018075
440,17704,437982,189891253,230.64885458415506,9.323230912589743,0.04042175249211155,0.23171156809418705
416,17796,401717,189891253,211.55108181839213,9.371679695009437,0.044299842924247664,0.21907275528904954
318,18341,425652,189891253,224.1556645055157,9.658686069126102,0.043089190230516945,0.16746426966807154
162,18741,379844,189891253,200.03238379810995,9.869332949211726,0.04933867587746549,0.08531198643467797
218,16882,367534,189891253,193.54972606347485,8.890351574013785,0.04593316536701367,0.11480254964666539
293,22777,409312,189891253,215.55073945401793,11.994759969275679,0.05564703697912595,0.15429883966272
435,22653,424896,189891253,223.75754190215386,11.929459436449134,0.05331422277451423,0.2290784820931167
431,22142,455543,189891253,239.8967792371142,11.660358047139749,0.04860572986523775,0.2269720132922605
372,22202,466310,189891253,245.566866631819,11.691955079152592,0.04761210353627415,0.19590159847963085
181,22738,415264,189891253,218.685165029692,11.974221898467329,0.054755529012868925,0.09531771323874513
106,21227,417929,189891253,220.0885998682625,11.178503308943883,0.050790923817203404,0.055821423222690514
96,16617,359111,189891253,189.11402938607182,8.75079801595706,0.04627260095068099,0.05055525122054989
531,21089,423055,189891253,222.78803963655977,11.105830135314342,0.04984931037335571,0.27963373331366664
443,27371,448694,189891253,236.2899780328481,14.414039387059077,0.06100148430779106,0.23329141969482922
471,22942,458106,189891253,241.24649912126284,12.081651807310998,0.0500801124630544,0.24803670130082295
453,27714,506972,189891253,266.98017522692317,14.5946690867325,0.054665740908768135,0.23855759169696986
392,24607,487603,189891253,256.78012667597704,12.95846944566741,0.050465235037520276,0.2064339424839121
246,22854,470257,189891253,247.6454247210639,12.03530949369216,0.048598957591274555,0.12954783125265912
172,21636,434345,189891253,228.73354782697652,11.393889743831433,0.0498129367208095,0.09057815843681857
290,24794,484135,189891253,254.95381822563465,13.05694686210744,0.05121298811281977,0.15271898806207782
452,30015,537652,189891253,283.1367909294906,15.806415264425056,0.0558260733708793,0.23803097449675578
389,26782,529188,189891253,278.67950294687876,14.103861856132994,0.050609613218742674,0.20485409088326992
416,29998,540395,189891253,284.58130190967773,15.797462772021415,0.05551124640309403,0.21907275528904954
458,27592,531559,189891253,279.92811232858634,14.530421788306384,0.05190769039749115,0.24119067769804015
209,25094,452861,189891253,238.4843919061401,13.214932022171658,0.05541214633187667,0.11006299484473885
122,20467,434208,189891253,228.66140127054717,10.778274236781197,0.04713639546024025,0.0642472984261155
481,26609,490416,189891253,258.2615008601791,14.012757080495962,0.054258017682946726,0.2533028733029636
441,29387,534191,189891253,281.31416879954975,15.475699662690625,0.055012158572495605,0.23223818529440113
439,30937,519022,189891253,273.3259124895026,16.291956323022422,0.0596063365329408,0.23118495089397298
555,31518,604331,189891253,318.251099222564,16.59792091634679,0.0521535383754929,0.2922725461188041
494,29934,513708,189891253,270.5274686875651,15.763759271207716,0.05827045714686164,0.2601488969057464
166,25386,541407,189891253,285.1142385162944,13.368704244634165,0.046888939374629436,0.08741845523553421
149,22859,479527,189891253,252.52716616704828,12.037942579693231,0.04766989137212295,0.07846596283189516
451,23097,498348,189891253,262.4386284922771,12.163277473344177,0.04634713092056154,0.2375043572965417
568,26776,568084,189891253,299.16280556640487,14.10070215293171,0.0471338745678456,0.2991185697215869
576,28969,527413,189891253,277.74475741649877,15.255573673001146,0.05492659452838667,0.3033315073232994
457,29071,631351,189891253,332.4802959723479,15.30928862742298,0.046045701994611554,0.2406640604978261
519,25453,471637,189891253,248.37215645735932,13.403987597048506,0.05396735201012643,0.2733143269110979
264,24367,523291,189891253,275.5740413172164,12.832081317616035,0.04656491321272485,0.1390269408565122
127,18825,480943,189891253,253.27285612255136,9.913568794029707,0.039141852568807534,0.06688038442718582
412,19074,479621,189891253,252.57666818386838,10.044696476883008,0.03976890086130507,0.21696628648819333
534,21837,525500,189891253,276.7373387124893,11.49973980107446,0.0415547098001903,0.2812135849143088
494,21247,519905,189891253,273.79091547729166,11.189035652948164,0.04086708148604072,0.2601488969057464
534,27080,527060,189891253,277.55886154482323,14.260793781796783,0.05137934959966607,0.2812135849143088
465,25692,513121,189891253,270.21834439103947,13.529849107899667,0.05007006144749484,0.24487699809953858
222,22531,525176,189891253,276.56671473961995,11.865212138023018,0.04290180815574207,0.11690901844752165
153,19488,502304,189891253,264.52192613632394,10.26271599777163,0.03879722239918456,0.0805724316327514
464,27188,552513,189891253,290.96284914187174,14.317668439419904,0.049207891941004105,0.2443503808993245
624,25677,515001,189891253,271.20838472744185,13.521949849896455,0.04985815561523182,0.32860913293357435
485,23599,632825,189891253,333.25652972546345,12.427639307851637,0.037291510291154746,0.2554093421038198
454,24981,586123,189891253,308.6624532410663,13.15542427854747,0.04262074683982713,0.23908420889718388
499,28364,584568,189891253,307.8435634947335,14.93697026687164,0.048521301200202545,0.26278198290681665
199,20153,511009,189891253,269.1061288641873,10.61291643591398,0.03943766156760448,0.10479682284259823
111,17166,488613,189891253,257.3120100481932,9.03991085887458,0.03513209840917045,0.058454509223760824
371,17119,477583,189891253,251.5034223298321,9.015159850464519,0.035845078237709466,0.19537498127941683
593,19580,533244,189891253,280.815462310947,10.311164780191323,0.036718650373937636,0.31228399972693843
469,19225,538280,189891253,283.467506531225,10.124215674115332,0.03571561269227911,0.24698346690039483
380,19888,569936,189891253,300.1381006212014,10.473362877857255,0.0348951461216698,0.20011453608134336
503,22295,582599,189891253,306.806654227512,11.740930478772501,0.03826817416439095,0.2648884517076729
272,17924,487267,189891253,256.6031832967051,9.439086696636837,0.03678476071640394,0.14323987845822472
121,16381,486075,189891253,255.97545559404995,8.62651635670654,0.03370056061307412,0.06372068122590144
443,16595,481270,189891253,253.44505994702138,8.73921243755235,0.0344816838780726,0.23329141969482922
513,17903,473044,189891253,249.1131068580605,9.428027735432343,0.03784637369885254,0.2701546237098135
422,17880,549031,189891253,289.1291680507264,9.41591553982742,0.03256646710295047,0.22223245849033396
449,21255,598973,189891253,315.429484263817,11.193248590549876,0.03548573975788558,0.23645112289611359
420,18966,624722,189891253,328.98935055212894,9.98782181925989,0.03035910372933881,0.2211792240899058
220,18073,571644,189891253,301.03756279916695,9.517552659468732,0.03161583083177642,0.11585578404709353
123,14374,474693,189891253,249.9814986212135,7.56959563587692,0.030280623476647013,0.06477391562632956
379,16105,471677,189891253,248.39322114536787,8.48117000944746,0.03414412829118231,0.19958791888112928
422,8445,538500,189891253,283.5833623152721,4.447282255807749,0.015682451253481895,0.22223245849033396
466,20197,614070,189891253,323.3798241354487,10.636087592723399,0.03289038708941977,0.24540361529975266
445,24195,749623,189891253,394.76436547606545,12.741503159179217,0.03227622418202216,0.23434465409525734
394,20564,648996,189891253,341.772456470125,10.82935610520196,0.03168586555233006,0.2074871768843402
192,15898,532821,189891253,280.5927032352564,8.37216024900315,0.02983741256444472,0.10111050244109979
92,12457,484061,189891253,254.91484855281882,6.560070463066563,0.025734359925711842,0.04844878241969365
113,11485,385027,189891253,202.76184074681942,6.048198544458496,0.029829076921878205,0.059507743624188945
416,12611,476535,189891253,250.9515275040078,6.6411695118995295,0.026463953329765914,0.21907275528904954
431,17071,533724,189891253,281.0682385670497,8.989882224854243,0.031984696210026156,0.2269720132922605
332,18314,579045,189891253,304.9350566979512,9.644467404720322,0.031627939106632474,0.17483691047106842
352,19749,639746,189891253,336.901247368145,10.4001630870275,0.030870064056672492,0.18536925447534963
207,15430,532275,189891253,280.3051702439396,8.125703399302969,0.028988774599596073,0.10900976044431072
197,14109,494839,189891253,260.59072873672596,7.430042077820193,0.02851230400190769,0.1037435884421701
374,14422,523044,189891253,275.44396686876354,7.594873261487195,0.027573206078264925,0.196954832880059
428,16664,546439,189891253,287.7641762677716,8.775549024367121,0.030495627142279377,0.22539216169161833
366,20267,647493,189891253,340.9809508182033,10.672950796738384,0.031300724486596765,0.19274189527834648
361,20616,660323,189891253,347.7374494969497,10.85674019961309,0.031221084226961654,0.1901088092772762
367,21590,753590,189891253,396.8534559093146,11.369665352621587,0.028649530912034395,0.19326851247856056
191,16602,690106,189891253,363.42168957092514,8.742898757953848,0.02405717382547029,0.10058388524088574
124,14996,520557,189891253,274.1342698918312,7.897151534410066,0.02880760416246444,0.06530053282654362
375,14278,564678,189891253,297.36914738247583,7.519040384656369,0.02528520679041861,0.19748145008027304
451,17123,558686,189891253,294.21365711879315,9.017266319265374,0.03064870070128838,0.2375043572965417
353,19340,665302,189891253,350.3594765368155,10.184776652139949,0.029069505277302638,0.18589587167556368
304,20598,713891,189891253,375.94727967801657,10.847261090009239,0.028853144247511175,0.1600916288650747
390,22173,752350,189891253,396.20045058104915,11.676683180346386,0.029471655479497573,0.205380708083484
171,17300,647444,189891253,340.9551465753928,9.110477563703263,0.026720457676648483,0.09005154123660451
115,15917,600258,189891253,316.1061873660921,8.382165975807215,0.02651693105298055,0.060560978024617074
222,16836,569714,189891253,300.0211916027538,8.86612718280394,0.029551669785190464,0.11690901844752165
439,19945,633091,189891253,333.39660990072036,10.503380058269457,0.031504159749546276,0.23118495089397298
348,21035,664830,189891253,350.11091321831447,11.077392806502782,0.031639667283365674,0.1832627856744934
348,23596,784202,189891253,412.9742616422675,12.426059456250993,0.03008918620457484,0.1832627856744934
321,21335,769877,189891253,405.430470249201,11.235377966567,0.027712218964847633,0.1690441212687137
182,19273,695418,189891253,366.2190801384622,10.149493299725606,0.027714266815066623,0.0958443304389592
160,17259,582347,189891253,306.67394669305804,9.088886258494487,0.029636969023623373,0.08425875203424983
258,17006,597708,189891253,314.76331350554625,8.95565210684033,0.028452020049924042,0.13586723765522785
304,20783,702587,189891253,369.9943988467968,10.94468527204884,0.029580678264755824,0.1600916288650747
387,26849,805673,189891253,424.2812595480636,14.139145208547337,0.03332493455781688,0.2038008564828418
302,26527,820522,189891253,432.1009983540422,13.96957447007841,0.03232941956461862,0.15903839446464654
327,27533,873465,189891253,459.9816927849752,14.499351373493754,0.03152158357804835,0.1722038244699981
167,21301,729601,189891253,384.2204358933795,11.217472981759723,0.029195409545765424,0.08794507243574826
123,22011,660867,189891253,348.0239292538662,11.591371193911707,0.03330624770188253,0.06477391562632956
289,22899,705456,189891253,371.50526359421093,12.059007267701794,0.03245985575287474,0.15219237086186377
282,23925,653268,189891253,344.0221651494395,12.599316515121421,0.036623560315215194,0.14850605046036533
407,29861,770585,189891253,405.8033152269526,15.72531621559209,0.03875107872590305,0.214333200487123
408,32595,833998,189891253,439.19769174412687,17.165087640977333,0.03908282753675668,0.21485981768733708
270,24040,863317,189891253,454.6375814372029,12.659877493146038,0.02784608666341564,0.14218664405779657
198,21319,730535,189891253,384.71229635837943,11.226952091363575,0.029182722251500613,0.10427020564238418
244,33216,769677,189891253,405.3251468091582,17.492116922310267,0.04315576534052596,0.128494596852231
320,28142,680165,189891253,358.1865879835971,14.820061248424116,0.04137525453382635,0.16851750406849966
467,30327,703041,189891253,370.23348305569397,15.970719830891841,0.04313688675340414,0.24593023249996668
486,32637,822953,189891253,433.38120476776254,17.187205563386325,0.03965840090503346,0.25593595930403384
407,37672,924037,189891253,486.61377783420073,19.838723166464124,0.04076893024846408,0.214333200487123
394,42177,881674,189891253,464.30469338153245,22.21113365342847,0.04783740929186978,0.2074871768843402
178,31077,841587,189891253,443.19418967655133,16.365682731052388,0.03692666355350071,0.09373786163810295
174,32539,772329,189891253,406.72173562412587,17.135597077765347,0.04213100893531125,0.0916313928372467
397,35815,752630,189891253,396.34790339710906,18.86079502566661,0.047586463468105175,0.20906702848498238
471,38978,723146,189891253,380.8211218659977,20.526485229943688,0.05390059545375346,0.24803670130082295
519,45081,944314,189891253,497.2919948029412,23.740430002850104,0.04773941718538537,0.2733143269110979
344,48387,905332,189891253,476.76340310419675,25.481426466757792,0.05344669137951602,0.18115631687363715
422,49637,1040823,189891253,548.1152941784001,26.139697967025366,0.04769014520240233,0.22223245849033396
203,37272,761840,189891253,401.19804781108064,19.628076286378498,0.04892365851097343,0.10690329164345448
147,42906,824548,189891253,434.22115920210393,22.59503759238452,0.0520357820284568,0.07741272843146703
880,75163,852028,189891253,448.69259986398635,39.582128619689506,0.08821658443149756,0.4634231361883741
528,54056,871955,189891253,459.186500812652,28.466819374771305,0.06199402492101083,0.2780538817130244
597,60951,890101,189891253,468.7424965277363,32.09784497024726,0.06847649873441329,0.31439046852779473
526,67489,1102377,189891253,580.5306893203764,35.5408682252468,0.061221342607837424,0.2770006473125963
595,72859,1179263,189891253,621.0201793760348,38.36880259039631,0.06178350376463944,0.3133372341273666
235,56019,841432,189891253,443.11256401051816,29.500568938791506,0.06657578984398026,0.12375504205030444
298,64614,876634,189891253,461.65054269245354,34.02684377463137,0.07370692900343816,0.15693192566379033
622,75346,930866,189891253,490.21004669446256,39.67849956732867,0.08094183265905082,0.32755589853314626
784,78595,990600,189891253,521.6669985320493,41.38947885082416,0.07934080355340198,0.4128678849678242
555,84033,1048490,189891253,552.1528682524413,44.25322318558823,0.0801466871405545,0.2922725461188041
637,92907,1155155,189891253,608.3244919132742,48.92642422028781,0.08042816764849739,0.33545515653635716
785,89406,1239753,189891253,652.8752538169833,47.082737402338374,0.07211597794076724,0.41339450216803825
338,72870,1076422,189891253,566.8623398888204,38.37459537959866,0.06769649821352593,0.17799661367235278
310,84635,977598,189891253,514.819921694866,44.57024674011709,0.08657444061874103,0.16325133206635906
744,89685,1097825,189891253,578.133527825002,47.229663601198105,0.08169334821123585,0.3918031969592617
942,88515,1130811,189891253,595.5045227912631,46.61352147694765,0.07827568002079924,0.4960734026016459
1079,106195,1185038,189891253,624.061393707271,55.92411357673225,0.08961316008431797,0.5682199590309723
935,104295,1261075,189891253,664.1037857599475,54.92354089632554,0.08270324921198184,0.49238708220014743
932,104943,1432711,189891253,754.4902555358882,55.264788842064256,0.0732478497059072,0.4908072305995053
421,82866,1259451,189891253,663.2485594267999,43.63866091293842,0.06579533463390001,0.2217058412901199
