deathIncrease,positiveIncrease,totalTestResultsIncrease,population,testingIncreaseRate,positiveIncreaseRate,deathIncreaseRate
332,6862,107201,138348270,77.48633213845031,4.959946373019338,0.2399740885809414
314,7141,128932,138348270,93.19379273770464,5.161611345049707,0.22696344522414338
144,4999,85293,138348270,61.65093354618745,3.613344785590742,0.10408514685438423
143,5257,92614,138348270,66.94265132480514,3.7998306737048466,0.10336233333456211
432,5999,128973,138348270,93.22342809201734,4.336158305412853,0.3122554405631527
307,6368,124317,138348270,89.85800834372559,4.602876494227214,0.2219037505853886
354,7613,138950,138348270,100.43493857928254,5.5027793264057445,0.25587598601702793
336,7155,150439,138348270,108.73934310851881,5.171730734327216,0.24286534266022988
268,6888,126848,138348270,91.68744936239536,4.978739524534713,0.1937140233123262
120,5907,114039,138348270,82.42893098699392,4.269659461589219,0.08673762237865353
196,5850,108362,138348270,78.32551863496377,4.228459090959359,0.14167144988513408
384,6256,184037,138348270,133.02443174750215,4.521921380007138,0.27756039161169127
323,5606,189165,138348270,136.73101947714994,4.052092592122763,0.2334687669025424
316,8530,189708,138348270,137.12350721841335,6.165599324082621,0.22840907226378762
297,7646,175827,138348270,127.0901327497626,5.526632172559874,0.21467561538716748
254,6903,151661,138348270,109.62262122974143,4.989581727332044,0.18359463403481663
129,5687,105832,138348270,76.49680042981383,4.110640487228355,0.09324294405705254
109,6180,152698,138348270,110.37217884979697,4.466987552500656,0.07878667366061029
157,4686,96090,138348270,69.45515111970681,3.38710415388642,0.11348172261207169
328,6798,148311,138348270,107.20119593833736,4.913686307750722,0.23708283450165293
300,7137,144817,138348270,104.6756855000789,5.1587200909704185,0.21684405594663378
333,7947,208915,138348270,151.0065864936367,5.744199042026329,0.24069690210076353
214,8680,133569,138348270,96.54547902911978,6.2740213520559385,0.1546820932419321
130,8135,142538,138348270,103.02839348840429,5.880087983752887,0.09396575757687464
161,6196,124636,138348270,90.08858585654883,4.47855256881781,0.11637297669136014
337,6929,156302,138348270,112.97719877523585,5.008374878847419,0.243588156180052
264,8153,171909,138348270,124.25814937909956,5.893098627109685,0.19082276923303773
223,8489,174132,138348270,125.86496383366413,6.135963969769914,0.16118741492033112
274,8995,256322,138348270,185.2730070278436,6.501707610799903,0.19805090443125886
201,9667,178302,138348270,128.87909621132235,6.987438296120363,0.14528551748424465
85,7688,160383,138348270,115.9270007496299,5.556990340392402,0.061439149184879575
158,7093,123945,138348270,89.58912171435176,5.126916296098246,0.11420453613189381
244,7886,168180,138348270,121.56277776368292,5.700107417317181,0.1763664988365955
249,10035,170711,138348270,123.39221878235269,7.253433671414902,0.17998056643570606
247,9948,141244,138348270,102.09307279375449,7.190548895190377,0.17853493939606183
216,11955,242276,138348270,175.1203683284222,8.641235629473357,0.15612772028157634
196,12699,206569,138348270,149.31086597613398,9.17900888822101,0.14167144988513408
64,11182,169618,138348270,122.60218360518711,8.082500778650864,0.04626006526861521
89,9818,157489,138348270,113.83517842326471,7.096583137613504,0.06433040326416803
277,12698,193834,138348270,140.1058358011994,9.178286074701187,0.20021934499072522
238,12192,199277,138348270,144.04010978959116,8.812542433671199,0.1720296177176628
232,13674,195594,138348270,141.3779875960863,9.883752070047569,0.16769273659873013
247,15539,253278,138348270,183.07276267350505,11.231799284515809,0.17853493939606183
200,16429,216225,138348270,156.29035332353632,11.875103317157489,0.14456270396442256
75,15452,156634,138348270,113.2171728638168,11.168914508291286,0.054211013986658445
122,14224,170415,138348270,123.17826598048534,10.28129950594973,0.08818324941829775
282,17498,318415,138348270,230.154666914158,12.647790969847328,0.20383341258983576
236,22049,174963,138348270,126.46562186863632,15.937315298557763,0.1705839906780186
206,21985,276621,138348270,199.94539866671263,15.891055233289148,0.1488995850833552
202,26536,391207,138348270,282.7697086490492,19.180579561999583,0.14600833100406677
189,24698,295164,138348270,213.34852976477407,17.852048312566538,0.1366117552463793
110,22982,233885,138348270,169.05524008359484,16.611700312551793,0.0795094871804324
118,22495,213884,138348270,154.59824687363275,16.259690128398425,0.0852919953390093
286,24171,300882,138348270,217.4815774711169,17.471125587620286,0.20672466666912423
263,28343,304029,138348270,219.7562716179971,20.48670359231814,0.19009995571321564
268,31316,318555,138348270,230.2558608069331,22.635628186749283,0.1937140233123262
230,31960,329186,138348270,237.940091336162,23.101120093514723,0.16624710955908592
114,32102,275041,138348270,198.8033533053937,23.203759613329463,0.08240074125972084
103,24078,202641,138348270,146.47165447027274,17.40390393027683,0.0744497925416776
141,24069,290839,138348270,210.22236129154345,17.39739860859843,0.10191670629491788
372,29819,318471,138348270,230.19514447126807,21.55357634757558,0.26888662937382596
374,35408,328868,138348270,237.71023663685855,25.593381109861365,0.27033225641347014
392,36032,324855,138348270,234.80958598181243,26.044416746230365,0.28334289977026816
386,39271,405064,138348270,292.7857355932243,28.38560973693419,0.2790060186513355
355,37862,348046,138348270,251.57235432000707,27.36716548750483,0.25659879953685
226,38587,326251,138348270,235.8186336554841,27.89120528937586,0.16335585547979747
157,35271,329559,138348270,238.20970077905565,25.494355657645738,0.11348172261207169
449,33722,350852,138348270,253.60056905662788,24.374717515441283,0.3245432704001286
409,39178,375290,138348270,271.2646858540407,28.31838807959073,0.2956307296072441
551,43624,417926,138348270,302.0825630851763,31.532016988719846,0.3982702494219841
518,46358,401974,138348270,290.55224181697395,33.508189151913506,0.3744174032678544
417,36948,337450,138348270,243.91342226397194,26.70651393038742,0.301413237765821
318,38792,335960,138348270,242.83643011943698,28.039382060939396,0.22985469930343186
252,35965,302035,138348270,218.31498145947182,25.995988240402284,0.1821490069951724
560,36054,342479,138348270,247.54845145515733,26.060318643666452,0.40477557110038315
702,39945,365322,138348270,264.05968068845385,28.87278604929429,0.5074150909151232
628,40237,360434,138348270,260.52656820356333,29.08384759708235,0.45392689044828677
617,43318,403115,138348270,291.376972043091,31.310836051654277,0.4459759417302435
510,34646,367452,138348270,265.5992734856749,25.04259720775692,0.36863489510927744
395,35178,317478,138348270,229.4773906460847,25.427134000302278,0.2855113403297345
917,31428,288367,138348270,208.43556627054318,22.716583300969358,0.6628199976768774
652,35177,343273,138348270,248.1223653898961,25.42641118678246,0.4712744149240175
932,37240,339847,138348270,245.64600627098554,26.917575478175475,0.673662200474209
669,39767,359834,138348270,260.0928800916701,28.744125242765953,0.48356224476099335
866,38656,356319,138348270,257.5521905694954,27.941079422243586,0.6259565081659496
676,34654,344901,138348270,249.2991058001665,25.048379715915495,0.48862193939974813
227,28639,267079,138348270,193.04831206057003,20.700656394185486,0.1640786689996196
389,23615,229658,138348270,165.99990733530677,17.069241270599193,0.28117445921080186
822,31793,326083,138348270,235.69720098415397,22.98041023570443,0.5941527132937766
812,30558,290124,138348270,209.70554962487063,22.087735538724118,0.5869245780955555
734,32632,327928,138348270,237.0307919282258,23.58685077883518,0.5305451235494307
782,33302,362351,138348270,261.9122017210624,24.071135837116,0.5652401725008922
612,27486,276063,138348270,199.54206872265192,19.867252405830587,0.442361874131133
394,27855,277740,138348270,200.75422699539357,20.13397059464495,0.2847885268099124
277,21490,238118,138348270,172.11490971300185,15.533262540977201,0.20021934499072522
848,27416,291685,138348270,210.83386152931294,19.81665545944304,0.6129458648091516
885,29867,297257,138348270,214.86137846176175,21.58827139652704,0.6396899650425697
667,27983,320800,138348270,231.87857715893375,20.22649072518218,0.4821166177213491
761,31621,403385,138348270,291.57213169344294,22.856086310295026,0.5500610885846278
716,27313,307937,138348270,222.58102685346194,19.742205666901363,0.5175344801926327
412,22147,273278,138348270,197.52903306994733,16.00815102350033,0.2977991701667104
300,20049,211632,138348270,152.97047082699336,14.491688258913538,0.21684405594663378
797,22247,293064,138348270,211.83062137314764,16.08043237548254,0.5760823752982238
808,25358,297585,138348270,215.09846129626342,18.329105235649134,0.5840333240162671
647,24349,324666,138348270,234.67297422656605,17.599786394148623,0.46766034732490686
731,26004,343951,138348270,248.6124329563355,18.79604276945422,0.5283766829899644
525,23463,324824,138348270,234.78717876269792,16.95937361558623,0.37947709790660916
296,19728,237181,138348270,171.4376334449285,14.25966511905064,0.21395280186734536
219,17606,227427,138348270,164.3873103725836,12.725854829988116,0.15829616084104267
691,20083,261432,138348270,188.96658411413455,14.516263918587489,0.49946414219707985
774,26242,298300,138348270,215.61527296293622,18.968072387171883,0.5594576643423153
697,25638,306235,138348270,221.35079824272466,18.531493021199324,0.5038010233160126
559,24525,338482,138348270,244.65936581642833,17.727001573637313,0.404052757580561
593,24664,321116,138348270,232.10698623119757,17.827472652892588,0.4286284172545128
251,20439,251191,138348270,181.56425085763632,14.77358553164416,0.18142619347535027
257,17046,205157,138348270,148.29025328614517,12.321079258887732,0.18576307459428296
630,25971,324153,138348270,234.3021708908973,18.77218992330009,0.455372517487931
605,21801,256739,138348270,185.57442026560938,15.758057545641877,0.4373021794923782
601,24252,294597,138348270,212.93869449903494,17.529673482725876,0.43441092541308973
545,27308,338613,138348270,244.75405438752506,19.738591599302254,0.3939333683030514
522,24084,343526,138348270,248.3052372104111,17.408240811395764,0.3773086573471428
245,17095,231604,138348270,167.40650244488057,12.356497121359014,0.17708931235641762
133,15228,186287,138348270,134.65076216710193,11.007004279851133,0.09613419813634098
227,10685,160983,138348270,116.36068886152317,7.723262459299274,0.1640786689996196
652,18076,273783,138348270,197.89405389745747,13.06557718430451,0.4712744149240175
718,19785,285428,138348270,206.31121733578598,14.300865489680499,0.5189801072322769
670,26254,357841,138348270,258.6523127466646,18.976746149409745,0.48428505828081553
450,21821,380249,138348270,274.8491180988385,15.772513816038323,0.3252660839199507
180,18969,260134,138348270,188.02837216540547,13.711049657505656,0.1301064335679803
207,19217,325506,138348270,235.2801375832166,13.890307410421538,0.14962239860317733
649,20084,328832,138348270,237.68421535014494,14.516986732107313,0.4691059743645511
742,23555,292822,138348270,211.65570050135068,17.025872459409864,0.5363276317080077
494,22954,341710,138348270,246.99260785841412,16.591461533996775,0.35706987879212365
527,25761,433318,138348270,313.2081087822782,18.620399084137446,0.3809227249462534
373,23341,415353,138348270,300.222763898674,16.871190366167934,0.2696094428936481
133,18636,303540,138348270,219.4028158068041,13.470352755404894,0.09613419813634098
155,23893,229155,138348270,165.63633213483624,17.27018342910974,0.11203609557242745
478,34570,351821,138348270,254.3009753573355,24.987663380250435,0.34550486247496986
701,22288,453604,138348270,327.8711038453896,16.110067729795247,0.506692277395301
574,23244,343529,138348270,248.30740565097054,16.801077454745187,0.4148949603778927
532,33898,436062,138348270,315.19150908067013,24.501932694929973,0.38453679254536394
474,24731,388283,138348270,280.6562019170894,17.87590115872067,0.3426136083956814
137,17135,284585,138348270,205.70188553857594,12.3854096621519,0.09902545221562943
124,18763,390415,138348270,282.1972403413501,13.562150072422302,0.08962887645794197
494,19432,421151,138348270,304.4136366866026,14.045712317183295,0.35706987879212365
616,24720,342221,138348270,247.36196556704323,17.867950210002626,0.44525312821042146
510,24442,351322,138348270,253.94029141094427,17.66700805149208,0.36863489510927744
485,25429,430734,138348270,311.3403586470579,18.380424995556503,0.35056455711372464
408,29158,355714,138348270,257.114888390003,21.075796610973164,0.294907916087422
192,18661,330872,138348270,239.15875493058206,13.488423093400444,0.13878019580584564
159,20079,353998,138348270,255.87454038998825,14.5133726645082,0.11492734965171593
354,21541,355964,138348270,257.2955917699585,15.570126030488131,0.25587598601702793
614,30357,378306,138348270,273.44469142982416,21.942450021239875,0.4438075011707772
581,28040,418724,138348270,302.65936827399435,20.26769109581204,0.41995465501664747
606,30093,449129,138348270,324.6365133441857,21.751627252006838,0.43802499301220027
355,29801,430974,138348270,311.51383389181524,21.540565704218782,0.25659879953685
301,25130,371633,138348270,268.6213568120512,18.16430375312969,0.2175668694664559
157,20903,288304,138348270,208.39002901879437,15.108971004841623,0.11348172261207169
425,23849,383924,138348270,277.5054577841848,17.238379634237567,0.3071957459243979
515,32747,459677,138348270,332.2607503512693,23.669974333614725,0.37224896270838803
519,33377,411043,138348270,297.1074376282407,24.125346851102655,0.37514021678767645
466,35567,412283,138348270,298.0037263928201,25.708308459513084,0.3368311002371045
506,33431,465098,138348270,336.179122442225,24.16437878117305,0.365743641029989
200,26156,342682,138348270,247.69518259968123,18.90591042446718,0.14456270396442256
197,23926,330083,138348270,238.58845506344244,17.294036275263867,0.1423942634049562
511,31853,352516,138348270,254.80333075361187,23.023779046893758,0.36935770862909956
554,31167,351765,138348270,254.26049780022547,22.527928972295786,0.40043868998145044
622,40601,481535,138348270,348.06000826754104,29.3469517182976,0.44959000932935406
534,43663,518393,138348270,374.7014689811445,31.560206715992905,0.3859824195850082
497,41465,488115,138348270,352.81612122797054,29.971462599423905,0.35923831935159
206,32688,379856,138348270,274.5650523855484,23.62732833594522,0.1488995850833552
216,30304,357636,138348270,258.50413597510106,21.904140904689303,0.15612772028157634
521,36092,396659,138348270,286.7104879591194,26.08778555741969,0.3765858438273207
569,40606,426311,138348270,308.1433544488847,29.350565785896706,0.41128089277878216
539,43449,507387,138348270,366.7461833819823,31.40552462275097,0.3895964871841187
596,48893,516302,138348270,373.1900659111964,35.34052142466256,0.4307968578139792
534,41305,431702,138348270,312.0400421342457,29.855812436252364,0.3859824195850082
197,104285,397780,138348270,287.52076191483997,75.37860791464902,0.1423942634049562
321,39679,413144,138348270,298.6260688333869,28.680517653021614,0.23202313986289816
632,44315,415369,138348270,300.2343289149911,32.03148113091692,0.45681814452757524
591,51789,445530,138348270,322.03510748634585,37.433789378067395,0.42718279021486855
550,57677,669798,138348270,484.13904994981147,41.689715382779994,0.39754743590216196
649,61621,668922,138348270,483.5058653064473,44.5404919049584,0.4691059743645511
529,58555,365835,138348270,264.4304840241226,42.32434565318381,0.38236835198589764
268,55758,423305,138348270,305.9705770082994,40.302636238241355,0.1937140233123262
268,53066,436305,138348270,315.3671527659869,38.35682224288023,0.1937140233123262
728,59762,454346,138348270,328.40743147709765,43.1967815716091,0.526208242430498
781,70373,512006,138348270,370.0848590300406,50.866555830441534,0.56451735898107
549,72082,556829,138348270,402.4835294290272,52.10184413581753,0.3968246223823399
657,80985,585894,138348270,423.4921043826569,58.537052902793796,0.47488848252312804
561,77602,544436,138348270,393.52570147787173,56.09177476523559,0.4054983846202052
359,73329,548689,138348270,396.59982737767524,53.0031925950357,0.25949005361613847
286,64749,505736,138348270,365.552818260756,46.80145259496197,0.20672466666912423
798,69496,534478,138348270,386.32792444748316,50.232648373557545,0.576805188818046
923,79255,569493,138348270,411.6372398440545,57.28658551350154,0.66715687879581
919,81140,659225,138348270,476.4967426047323,58.649088998366224,0.6642656247165215
964,91916,742356,138348270,536.5849533210643,66.43812748796931,0.6967922331085166
597,80310,706455,138348270,510.63522514593063,58.04915377691387,0.43151967133380126
495,70210,558031,138348270,403.35235127985334,50.74873722671053,0.35779269231194577
416,69782,540213,138348270,390.47325998366296,50.43937304022667,0.3006904242459989
1044,73629,621518,138348270,449.24161321279985,53.22003665098234,0.7546173146942856
1075,88038,606469,138348270,438.3639925529969,63.63505665809916,0.7770245338087711
521,44949,459461,138348270,332.1046226309877,32.48974490248414,0.3765858438273207
610,96150,770850,138348270,557.1808017548756,69.49851993089614,0.44091624709148874
489,59416,459239,138348270,331.94415802958724,42.946688093750645,0.3534558111930131
326,58178,416774,138348270,301.2498819103412,42.05184495621087,0.23563720746200875
465,67733,489403,138348270,353.7471050415014,48.958328138111156,0.3361082867172824
1096,80713,588623,138348270,425.46466247825146,58.340447625402184,0.7922036177250354
1257,93156,544455,138348270,393.53943493474833,67.33441625254873,0.9085765944163956
1130,91158,671704,138348270,485.5167325185924,65.89023483994416,0.8167792773989874
1286,101072,671717,138348270,485.52612909435004,73.05620807546057,0.929538186491237
972,89642,682685,138348270,493.45394777975906,64.79444954389383,0.7025747412670935
545,73992,512560,138348270,370.48529772002206,53.482417958677765,0.3939333683030514
608,72620,539783,138348270,390.16245017013944,52.49071780948182,0.4394706200518445
1356,99645,556274,138348270,402.08236792552594,72.02475318267443,0.9801351328787847
1230,94227,538228,138348270,389.0384751468161,68.10854953227822,0.8890606293811986
1256,92296,598643,138348270,432.70725394686895,66.71279662550172,0.9078537808965735
1368,100662,626977,138348270,453.1874522175088,72.7598545323335,0.9888088951166502
930,92996,471554,138348270,340.84560652619655,67.2187660893772,0.6722165734345648
605,81307,647140,138348270,467.761541217682,58.76979885617652,0.4373021794923782
611,70981,658514,138348270,475.9828221921387,51.30602645049338,0.4416390606113108
1218,82653,559599,138348270,404.4857228789344,59.74270585385708,0.8803868671433333
1449,96610,547078,138348270,395.43537479724176,69.8310141500143,1.0473567902222414
1353,101889,612785,138348270,442.9292827441933,73.64674672115524,0.9779666923193185
1153,108261,730393,138348270,527.9379351834324,78.25251446946174,0.8334039883548959
1021,79458,503265,138348270,363.76674605327554,57.433316658025426,0.737992603738377
774,81815,609652,138348270,440.6647079865907,59.13698812424615,0.5594576643423153
712,71725,631698,138348270,456.59985484458895,51.84379970924103,0.5146432261133442
1425,82220,568293,138348270,410.7698636202679,59.42972759977411,1.0300092657465107
1437,101051,550197,138348270,397.68983016556695,73.04102899154431,1.038683027984376
1135,79856,645065,138348270,466.26170316405114,57.72099643891463,0.8203933449980979
345,22846,429277,138348270,310.28721934867707,16.513397673855987,0.2493706643386289
612,92703,653104,138348270,472.07240104990115,67.0069817280693,0.442361874131133
484,53091,388167,138348270,280.57235554879003,38.37489258087578,0.3498417435939025
623,63200,315252,138348270,227.86840775096067,45.68181445275752,0.45031282284917623
1381,93035,338252,138348270,244.49311870686927,67.24695581665026,0.9982054708743376
1609,110816,548151,138348270,396.2109537040109,80.09930301260724,1.1630069533937795
1274,100135,584148,138348270,422.2300719770475,72.37893180738726,0.9208644242533716
773,49332,448093,138348270,323.88767853764995,35.657836559864464,0.5587348508224932
1009,129364,789420,138348270,570.6034488179722,93.50604817826779,0.7293188415005117
631,88387,405402,138348270,293.0300465629241,63.88731857651708,0.45609533100775307
696,72831,443524,138348270,320.5851435655827,52.643231462164294,0.5030782097961904
1405,101437,517814,138348270,374.2829599531675,73.32003501019565,1.0155529953500684
1606,121372,538188,138348270,389.0095626060232,87.72932252784946,1.160838512834313
1541,125059,661818,138348270,478.370998061631,90.39433597543359,1.1138556340458756
1664,124899,731600,138348270,528.8103711018576,90.27868581226205,1.2027616969839956
1233,107337,641023,138348270,463.3400909169302,77.5846347771461,0.891229069940665
848,92707,644252,138348270,465.67405577243574,67.00987298214861,0.6129458648091516
715,73969,585606,138348270,423.2839340889481,53.46579324772185,0.5168116666728106
1752,90262,491537,138348270,355.2895890928018,65.24259392618355,1.2663692867283414
1663,103275,608436,138348270,439.78576674648696,74.6485662596287,1.2020388834641735
1521,100004,683613,138348270,494.1247187261539,72.28424323629056,1.0993993636494335
1525,108276,747731,138348270,540.4700759901082,78.26335667225908,1.102290617728722
1304,90679,666208,138348270,481.5441494136501,65.54400716394936,0.942548829848035
968,73198,603070,138348270,435.9071493991215,52.908504023939,0.699683487187805
537,49455,564791,138348270,408.23857067385086,35.746742622802586,0.3881508601444745
1095,57786,437985,138348270,316.581479479288,41.7685020564406,0.7914808042052134
1775,95305,562849,138348270,406.8348668183563,68.88774250664645,1.28299399768425
1584,88235,640802,138348270,463.1803491290495,63.77745092150411,1.1449366153982266
1597,86991,635578,138348270,459.4043713014987,62.87827090284541,1.154333191155914
1368,76550,617135,138348270,446.0735215554196,55.33137494238273,0.9888088951166502
906,60385,574470,138348270,415.234682732209,43.64709439445828,0.6548690489588341
611,45268,460448,138348270,332.8180395750521,32.72032241530739,0.4416390606113108
1682,69245,489706,138348270,353.96611753800755,50.05122218008219,1.2157723403407936
1927,73898,484168,138348270,349.9631762652327,53.41447348781448,1.392861652697211
1785,71720,634646,138348270,458.7307091010245,51.840185641641924,1.2902221328824712
1563,77011,624660,138348270,451.51269329208094,55.66459197502073,1.1297575314819621
1087,67118,725112,138348270,524.1207569852518,48.51379782342056,0.7856982960466364
1080,53692,591256,138348270,427.3678304759431,38.80930350628887,0.7806386014078818
874,61747,454306,138348270,328.3785189363047,44.631566408455996,0.6317390163245264
1772,60647,447703,138348270,323.6057812649193,43.836471536651665,1.2808255571247837
1921,66752,449588,138348270,324.968284749784,48.24924807516567,1.3885247715782785
3166,61772,613287,138348270,443.29213513114405,44.64963674645155,2.288427603756809
1687,63096,642537,138348270,464.4344305859408,45.60664184669602,1.2193864079399042
1159,50354,569493,138348270,411.6372398440545,36.39655197712266,0.8377408694738285
621,39188,419098,138348270,302.9297005304078,28.325616214788955,0.448867195809532
632,31653,472454,138348270,341.49613869403646,22.879216342929332,0.45681814452757524
1213,42604,305187,138348270,220.59328967395112,30.79474719850129,0.8767727995442226
1651,48247,471481,138348270,340.79284113924956,34.87358389085747,1.1933651212263081
2232,48592,579032,138348270,418.5321580096376,35.1229545551961,1.6133197762429556
3816,46822,589193,138348270,425.8766661845501,33.84357462511096,2.758256391641182
1973,39893,461282,138348270,333.4208660505838,28.835199746263545,1.4261110746090284
529,33300,433679,138348270,313.469044462934,24.069690210076356,0.38236835198589764
462,21965,255849,138348270,184.93111623296772,15.876598962892707,0.3339398461578161
641,23088,268910,138348270,194.37178361536434,16.68831854565294,0.46332346620597425
962,28885,306637,138348270,221.64136927769317,20.878468520061723,0.6953466060688724
