deathIncrease,positiveIncrease,totalTestResultsIncrease,population,testingIncreaseRate,positiveIncreaseRate,deathIncreaseRate
1047,26735,282297,138348270,204.04808820522294,19.324419452444182,0.7567857552537519
1061,30440,749771,138348270,541.9446155705452,22.002443543385112,0.7669051445312616
713,32505,246335,138348270,178.05426840538016,23.495053461817772,0.5153660396331664
550,26038,322649,138348270,233.21505935708487,18.82061842912817,0.39754743590216196
479,22647,346074,138348270,250.14696605891785,16.369557783411388,0.346227675994792
1031,33456,288332,138348270,208.4102677973494,24.182449119168602,0.7452207389365981
1164,34492,444406,138348270,321.22266509006585,24.93128392570431,0.8413549370729391
992,34836,538532,138348270,389.258210456842,25.17993177652312,0.7170310116635358
902,31632,533508,138348270,385.6267953332557,22.864037259013067,0.6519777948795457
670,31184,420594,138348270,304.01102955606166,22.54021680213276,0.48428505828081553
382,23315,415548,138348270,300.36371253503927,16.852397214652555,0.2761147645720471
485,17095,261189,138348270,188.7909404288178,12.356497121359014,0.35056455711372464
632,25171,338785,138348270,244.87837831293444,18.193939107442397,0.45681814452757524
1018,31078,372760,138348270,269.4359676488907,22.463598569031618,0.7358241631789108
780,29258,460476,138348270,332.83827835360717,21.148077962955373,0.563794545461248
1170,28768,460391,138348270,332.7768392044223,20.79389933824254,0.8456918181918719
589,22974,338705,138348270,244.8205532313487,16.605917804393215,0.42573716317522436
279,13961,285359,138348270,206.26134320291825,10.091199550236515,0.20166497203036945
