State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
California,6/29/2019,"42,404",6/22/2019,"300,575","17,063,245",1.76
California,7/6/2019,"35,194",6/29/2019,"307,450","17,063,245",1.8
California,7/13/2019,"39,061",7/6/2019,"301,444","17,144,715",1.76
California,7/20/2019,"39,341",7/13/2019,"306,388","17,144,715",1.79
California,7/27/2019,"38,438",7/20/2019,"311,686","17,144,715",1.82
California,8/3/2019,"36,041",7/27/2019,"305,372","17,144,715",1.78
California,8/10/2019,"41,404",8/3/2019,"329,057","17,144,715",1.92
California,8/17/2019,"35,430",8/10/2019,"294,646","17,144,715",1.72
California,8/24/2019,"34,596",8/17/2019,"307,762","17,144,715",1.8
California,8/31/2019,"34,358",8/24/2019,"290,655","17,144,715",1.7
California,9/7/2019,"30,771",8/31/2019,"269,570","17,144,715",1.57
California,9/14/2019,"34,650",9/7/2019,"285,564","17,144,715",1.67
California,9/21/2019,"35,161",9/14/2019,"279,176","17,144,715",1.63
California,9/28/2019,"33,226",9/21/2019,"277,881","17,144,715",1.62
California,10/5/2019,"33,326",9/28/2019,"276,630","17,144,715",1.61
California,10/12/2019,"40,182",10/5/2019,"260,397","17,203,829",1.51
California,10/19/2019,"39,191",10/12/2019,"258,717","17,203,829",1.5
California,10/26/2019,"41,081",10/19/2019,"281,060","17,203,829",1.63
California,11/2/2019,"39,332",10/26/2019,"267,628","17,203,829",1.56
California,11/9/2019,"45,816",11/2/2019,"284,199","17,203,829",1.65
California,11/16/2019,"40,749",11/9/2019,"274,354","17,203,829",1.59
California,11/23/2019,"49,133",11/16/2019,"291,706","17,203,829",1.7
California,11/30/2019,"36,457",11/23/2019,"259,563","17,203,829",1.51
California,12/7/2019,"48,434",11/30/2019,"327,504","17,203,829",1.9
California,12/14/2019,"47,521",12/7/2019,"321,564","17,203,829",1.87
California,12/21/2019,"49,943",12/14/2019,"325,387","17,203,829",1.89
California,12/28/2019,"34,301",12/21/2019,"300,551","17,203,829",1.75
California,1/4/2020,"36,720",12/28/2019,"359,606","17,203,829",2.09
California,1/11/2020,"51,993",1/4/2020,"356,376","17,265,039",2.06
California,1/18/2020,"64,858",1/11/2020,"376,947","17,265,039",2.18
California,1/25/2020,"45,596",1/18/2020,"336,269","17,265,039",1.95
California,2/1/2020,"43,458",1/25/2020,"388,341","17,265,039",2.25
California,2/8/2020,"40,392",2/1/2020,"359,156","17,265,039",2.08
California,2/15/2020,"43,445",2/8/2020,"375,305","17,265,039",2.17
California,2/22/2020,"34,979",2/15/2020,"349,252","17,265,039",2.02
California,2/29/2020,"41,678",2/22/2020,"369,988","17,265,039",2.14
California,3/7/2020,"43,385",2/29/2020,"378,864","17,265,039",2.19
California,3/14/2020,"57,606",3/7/2020,"351,344","17,265,039",2.04
California,3/21/2020,"186,333",3/14/2020,"421,912","17,265,039",2.44
California,3/28/2020,"1,058,325",3/21/2020,"400,565","17,265,039",2.32
California,4/4/2020,"918,814",3/28/2020,"1,076,761","17,265,039",6.24
California,4/11/2020,"655,472",4/4/2020,"1,429,954","17,330,010",8.25
California,4/18/2020,"528,360",4/11/2020,"2,422,458","17,330,010",13.98
California,4/25/2020,"325,343",4/18/2020,"1,887,575","17,330,010",10.89
California,5/2/2020,"316,257",4/25/2020,"4,808,361","17,330,010",27.75
California,5/9/2020,"212,667",5/2/2020,"2,850,204","17,330,010",16.45
California,5/16/2020,"244,431",5/9/2020,"3,565,153","17,330,010",20.57
California,5/23/2020,"203,262",5/16/2020,"2,155,310","17,330,010",12.44
California,5/30/2020,"228,634",5/23/2020,"2,752,401","17,330,010",15.88
California,6/6/2020,"255,836",5/30/2020,"2,812,484","17,330,010",16.23
California,6/13/2020,"241,424",6/6/2020,"3,001,413","17,330,010",17.32
California,6/20/2020,"284,494",6/13/2020,"2,779,425","17,330,010",16.04
California,6/27/2020,"277,362",6/20/2020,"2,901,601","17,330,010",16.74
California,7/4/2020,"264,791",6/27/2020,"2,758,474","17,330,010",15.92
California,7/11/2020,"284,914",7/4/2020,"2,946,807","17,396,834",16.94
California,7/18/2020,"289,594",7/11/2020,"2,704,904","17,396,834",15.55
California,7/25/2020,"244,653",7/18/2020,"3,140,619","17,396,834",18.05
California,8/1/2020,"222,043",7/25/2020,"2,789,482","17,396,834",16.03
California,8/8/2020,"202,509",8/1/2020,"2,961,188","17,396,834",17.02
California,8/15/2020,"190,354",8/8/2020,"2,806,840","17,396,834",16.13
California,8/22/2020,"196,916",8/15/2020,"2,837,991","17,396,834",16.31
California,8/29/2020,"219,563",8/22/2020,"2,570,005","17,396,834",14.77
California,9/5/2020,"243,404",8/29/2020,"3,012,587","17,396,834",17.32
California,9/12/2020,"226,004",9/5/2020,"2,724,331","17,396,834",15.66
California,9/19/2020,"226,179",9/12/2020,"2,802,145","17,396,834",16.11
California,9/26/2020,"171,220",9/19/2020,"2,274,592","17,396,834",13.07
California,10/3/2020,"148,213",9/26/2020,"2,212,779","17,396,834",12.72
California,10/10/2020,"176,083",10/3/2020,"2,011,273","17,473,068",11.51
California,10/17/2020,"159,876",10/10/2020,"1,836,240","17,473,068",10.51
California,10/24/2020,"152,176",10/17/2020,"1,653,245","17,473,068",9.46
California,10/31/2020,"152,480",10/24/2020,"1,561,263","17,473,068",8.94
California,11/7/2020,"157,773",10/31/2020,"1,446,336","17,473,068",8.28
California,11/14/2020,"158,825",11/7/2020,"1,388,837","17,473,068",7.95
California,11/21/2020,"168,186",11/14/2020,"1,277,409","17,473,068",7.31
California,11/28/2020,"130,383",11/21/2020,"1,103,423","17,473,068",6.31
California,12/5/2020,"178,724",11/28/2020,"1,224,826","17,473,068",7.01
California,12/12/2020,"204,388",12/5/2020,"1,159,688","17,473,068",6.64
California,12/19/2020,"158,661",12/12/2020,"1,006,699","17,473,068",5.76
California,12/26/2020,"168,732",12/19/2020,"1,048,514","17,473,068",6
California,1/2/2021,"160,989",12/26/2020,"876,615","17,473,068",5.02
California,1/9/2021,"182,625",1/2/2021,"973,908","16,937,325",5.75
California,1/16/2021,"117,242",1/9/2021,"894,354","16,937,325",5.28
California,1/23/2021,"58,226",1/16/2021,"816,618","16,937,325",4.82
California,1/30/2021,"109,251",1/23/2021,"778,456","16,937,325",4.6
California,2/6/2021,"137,939",1/30/2021,"771,537","16,937,325",4.56
California,2/13/2021,"139,603",2/6/2021,"728,794","16,937,325",4.3
California,2/20/2021,"90,465",2/13/2021,"792,120","16,937,325",4.68
California,2/27/2021,"88,978",2/20/2021,"765,925","16,937,325",4.52
California,3/6/2021,"106,771",2/27/2021,"705,063","16,937,325",4.16
California,3/13/2021,"109,327",3/6/2021,"679,163","16,937,325",4.01
California,3/20/2021,"95,996",3/13/2021,"679,785","16,937,325",4.01
California,3/27/2021,"106,404",3/20/2021,"633,592","16,937,325",3.74
California,4/3/2021,"81,373",3/27/2021,"630,126","16,937,325",3.72
California,4/10/2021,"69,458",4/3/2021,"603,980","16,483,973",3.66
,,,,,,
Run Date: 4/27/2021,,,,,,
